,Z1,Z2,Z3,Z4,Z5
333,0.042742398,0.59989786,0.061305728,0.057314433,-0.2519659
334,-0.32837093,-0.38911575,-0.42569366,-0.0491313,-0.24765779
335,-0.24271129,-0.35431346,0.05485362,-0.5080315,0.18612848
336,-0.079481184,0.42247763,-0.00059968885,0.20705849,0.44953585
337,0.27166322,-0.2249145,0.2031666,-0.109917924,-0.52942276
338,-0.40816352,0.2974242,-0.11791555,0.5715294,-0.3413398
339,0.24978785,0.08446293,0.039325375,-0.1368123,-0.3626214
340,-0.36064774,0.08040224,0.3142935,-0.48854786,-0.09929288
341,0.0956863,0.43381533,-0.20504838,0.024227664,0.055127036
342,0.25170147,0.16857205,0.3743459,-0.39692518,-0.11681958
343,0.03723551,0.17694357,-0.303564,0.09144541,-0.41247046
344,0.06426742,-0.042204536,0.28999647,0.27852005,-0.38274318
345,-0.17684455,-0.44018832,-0.44030556,-0.561093,0.17596328
346,-0.023859346,-0.31701675,-0.1863344,0.15362202,0.23334433
347,0.5411295,0.36211917,0.30713305,-0.49670318,-0.027392605
348,0.15617192,0.26783365,-0.020003146,0.2843404,-0.58038265
349,0.3856257,-0.37767258,0.056232292,0.19487631,-0.5056658
350,0.113091774,-0.010334982,-0.17642011,-0.14776725,0.3816756
351,-0.09862558,0.013331299,-0.044609014,-0.6317241,-0.24701525
352,0.056001373,0.47776735,0.22296067,0.11714679,0.32709792
353,0.49388182,-0.05302294,0.3698727,0.0814176,-0.29687968
354,0.53264844,0.12601641,-0.46315616,0.01907849,-0.21368325
355,-0.45648646,0.003796619,-0.06791277,0.38652596,0.14720231
356,-0.07626398,0.18146987,0.2791673,-0.11785595,-0.5371332
357,0.048385315,0.36086136,-0.34160793,0.24569982,-0.5416623
358,-0.010021582,-0.3219285,0.17037465,0.108945906,-0.29227626
359,-0.63836443,-0.062435437,-0.28006163,-0.19580027,0.12559083
360,-0.20295419,-0.32662898,-0.5680002,0.1924184,-0.10712646
361,0.025655815,-0.34867787,-0.09718466,-0.7216968,0.034822684
362,0.21964042,0.050052553,0.39885962,0.17137885,-0.06350739
363,-0.43747944,-0.26953444,0.48910943,-0.15619259,0.2528608
364,-0.48517835,-0.27873367,-0.47422427,0.21089199,-0.38359347
365,-0.19048768,-0.32476622,-0.19295447,-0.62764704,-0.31067038
366,-0.2553338,0.44987714,0.16878122,0.3649521,-0.43240744
367,0.020757396,0.37256604,-0.4380982,0.15316772,-0.40818265
368,-0.2656887,0.3604653,-0.06538154,0.037086576,-0.045484018
369,-0.21711718,-0.570625,0.30305964,0.28718606,0.0071857763
370,-0.3655205,0.105899446,-0.56766856,-0.3617057,0.23542456
371,0.065477185,0.3712309,0.4045192,-0.28478009,0.026876796
372,-0.08585413,-0.18389754,-0.35540724,0.061723106,-0.3240876
373,0.13722631,-0.023710137,-0.2760673,0.14455482,0.25068843
374,0.02473133,0.7784915,0.44418874,-0.116027124,-0.3622667
375,0.1377096,0.046564873,-0.5349703,-0.27943158,0.36855516
376,0.18388751,0.23623677,0.18871857,0.056800175,-0.4741808
377,-0.09844572,-0.56345296,-0.07505177,-0.17968614,0.071791455
378,-0.12684049,0.2680207,0.41842484,-0.070254646,-0.4851335
379,-0.13907614,0.4338256,0.14342079,-0.5387997,-0.17713289
380,0.66555595,-0.22958127,0.040590487,0.15948753,-0.3453694
381,-0.26362965,-0.3805915,-0.105895,-0.42744607,0.36641052
382,0.28425735,0.30707893,0.27055764,-0.30388987,-0.40769508
383,0.37901285,0.11644883,-0.4728576,-0.23306368,-0.044640407
384,0.43273303,0.20715894,-0.5918064,0.04076251,-0.043928724
385,0.58212864,0.09221709,-0.2876581,0.05444922,-0.17001863
386,-0.09656319,-0.7607209,-0.13918008,-0.1957392,0.086546205
387,0.2579603,0.4007602,-0.028839128,-0.021280106,0.058594048
388,-0.17454933,-0.45487586,-0.15914196,-0.061676238,0.27679923
389,0.194385,0.21479718,-0.06282841,0.6141818,-0.17958972
390,0.44837493,-0.2604117,-0.30022877,-0.4449927,0.2175345
391,-0.10447269,0.10478869,0.04705582,-0.11550491,-0.07007697
392,-0.17576446,0.08498563,-0.24745214,0.28270718,-0.31805992
393,-0.5443475,-0.17656331,0.22960605,-0.1625851,0.13395807
394,-0.059525613,0.4787737,-0.2396949,0.113087915,-0.34112567
395,0.21594921,0.16284584,-0.13776518,-0.38116667,0.19619335
396,-0.1933685,-0.016465485,0.19517195,-0.4336961,0.07567186
397,-0.12573159,-0.28897846,-0.16396561,0.25920844,0.13501878
398,-0.13719092,0.28039843,0.28275502,-0.29089484,-0.27816197
399,0.060948726,0.46129274,-0.29583934,0.31536922,-0.20181362
400,-0.5788025,-0.30452877,0.5028254,-0.12228523,-0.03784078
401,-0.5227846,0.008202974,-0.021053635,-0.28404602,0.06469617
402,-0.32181534,0.012979383,0.42910814,-0.38559368,0.18328725
403,0.43116075,0.31355566,0.16496126,-0.51082873,-0.15940192
404,-0.80154353,0.039438307,0.27743584,-0.19373153,0.15020832
405,-0.21756926,-0.11511961,0.1249816,-0.47389638,-0.19223644
406,-0.47251323,0.38164195,0.15307803,-0.42047602,0.057615954
407,0.10650033,0.043125775,-0.10361618,-0.5444405,-0.63089776
408,0.2991643,0.6206429,0.14347689,-0.0045753345,0.37084088
409,-0.16608298,0.14462946,0.0932758,-0.18344496,0.59442866
410,-0.035587046,-0.14099513,-0.2779799,-0.08747359,-0.3079533
411,-0.53566855,-0.25602108,-0.05458111,0.25528395,0.21728985
412,-0.09937678,0.12249589,-0.15225634,0.26626152,0.112789564
413,-0.10985889,0.3863822,0.1338459,0.31349263,-0.38408136
414,0.22866404,-0.04056963,0.21433116,-0.18561476,-0.31402704
415,-0.3424968,-0.31388444,0.060301624,-0.41817996,-0.32681596
416,-0.12030791,0.13439725,0.50473875,0.02884522,0.10831204
417,-0.24725714,-0.10932942,-0.16357985,0.06510701,-0.26398256
418,-0.013718435,-0.21606162,-0.15092476,0.062555194,0.047052883
419,-0.34795833,-0.3001296,-0.55996597,-0.38880235,0.094830714
420,0.018319102,0.35252938,0.5959822,-0.42363316,0.22031008
421,-0.35412824,0.36510906,0.08131141,0.386082,-0.32026285
422,-0.28052324,-0.34046188,0.030496536,-0.3879108,0.45838374
423,-0.29475564,-0.10348616,0.24973369,-0.4736303,-0.10155244
424,-0.69612163,-0.077771224,0.43941846,-0.0044052587,-0.21289031
425,-0.019448958,-0.1373912,0.049361832,0.08782239,-0.16588736
426,-0.55050033,-0.22432725,0.37851778,0.08864364,-0.3162076
427,-0.43968987,0.3275523,-0.008105975,0.25702858,-0.2768188
428,-0.14995858,-0.4440572,0.30017847,0.15252423,-0.008911615
429,0.043221414,-0.34505945,-0.053629994,-0.4014961,0.09683921
430,-0.015300798,0.08395418,-0.08143445,-0.042466965,-0.40511608
431,0.2502426,0.2260416,0.240454,-0.019399926,-0.13829282
432,0.14715113,-0.12661338,-0.16349302,-0.42669258,0.3272743
433,0.02992063,0.16856548,0.34390402,0.23882934,-0.5900543
434,0.09614618,-0.207715,-0.22146426,-0.5183604,-0.19509389
435,0.3630613,0.15163288,0.36283934,0.22757426,-0.30184805
436,-0.02744446,0.7171214,0.342283,-0.33121052,-0.40196803
437,0.017317476,-0.02469351,0.26078984,0.24403134,-0.044900257
438,0.1972565,0.38042802,0.12338471,-0.4906822,-0.53150445
439,-0.3248856,-0.0340667,0.4291894,0.36109796,-0.14083102
440,-0.54208076,0.35439017,-0.06298105,0.012348587,-0.0679918
441,0.48398647,0.16478401,-0.3915708,0.038031925,0.19964503
442,-0.19916919,-0.012515669,0.21161571,0.25106043,0.3162127
443,-0.03168888,-0.43581837,-0.53235596,-0.3849526,0.5647861
444,-0.16755702,-0.13096474,0.093578786,-0.08542917,-0.38210052
445,0.17251374,0.5615452,-0.09550705,0.04013045,0.31003687
446,-0.35695356,-0.324812,0.22302097,-0.072109796,-0.3441184
447,-0.5112095,0.085949704,-0.10151257,0.13144794,0.31760442
448,0.032361463,-0.58149004,-0.18189941,0.008155962,0.09678188
449,-0.41865188,-0.032096043,0.013255949,0.06841542,0.5580737
450,-0.5648135,-0.5021907,0.04024379,-0.11945308,-0.43048963
451,-0.3953053,0.27840376,0.32160422,-0.12549606,-0.07406834
452,0.18990096,0.21684575,-0.23513083,-0.5408388,-0.49136862
453,0.15760171,0.34413904,-0.36309707,0.26641595,-0.58689666
454,-0.43820283,-0.5309228,-0.028939625,0.18951194,0.0553557
455,0.13153085,0.6218225,-0.05474145,0.18460578,0.37640306
456,0.017720526,0.32814693,0.48218146,0.06469289,-0.44181517
457,0.32690606,-0.06391044,-0.45949033,0.072661966,0.23808351
458,-0.07481331,0.036508694,0.26862055,0.4409696,-0.1815924
459,-0.21397667,0.741591,-0.3217199,-0.22572793,0.10826248
460,0.018060489,-0.5274333,-0.38653064,-0.016618792,0.01755013
461,-0.1950161,0.34246874,0.03576003,0.5926271,-0.342822
462,-0.19871534,-0.67680824,-0.02682896,-0.33431864,0.10643798
463,-0.28432137,-0.0412138,-0.4246271,0.40382725,-0.41729024
464,-0.17520982,-0.057477966,-0.58487326,0.06861658,-0.24911702
465,0.11232226,0.449086,0.50784326,0.08488957,-0.26203418
466,-0.31548876,-0.042737518,0.25646934,-0.46176502,0.42149657
467,-0.074656434,-0.4281247,-0.11198362,-0.56469035,0.23830867
468,0.44374335,0.04411013,0.31907648,-0.2827848,-0.085687906
469,-0.29601258,-0.1738233,-0.14893062,-0.35541177,0.33164066
470,0.6656408,0.010747502,-0.11527803,-0.25286156,-0.086373135
471,-0.1823999,-0.07178312,-0.5216588,-0.1874773,-0.41835317
472,-0.23307401,-0.3640515,0.4360492,0.06417705,-0.12565
473,0.21267521,0.1677374,-0.5728149,0.038176496,-0.2666575
474,0.11953756,-0.46466795,0.004474008,0.009367056,-0.23342746
475,-0.09906185,-0.13337001,0.06443137,0.12957042,0.25156316
476,0.31844047,-0.012863081,-0.4475095,0.2143547,0.06346027
477,0.07234311,0.24510024,-0.30228284,-0.15637699,0.35787028
478,-0.21395715,0.7558729,-0.23765835,-0.1207106,0.31374148
479,-0.14776231,0.35931945,0.15149552,0.23825932,-0.5372865
480,-0.47655448,0.26164868,0.4133092,-0.38956136,-0.22661783
481,-0.7195006,0.07310199,-0.41374922,-0.34063587,0.19720809
482,-0.024509009,0.013271368,-0.19139826,-0.29743102,0.5243361
483,-0.24552742,-0.6640088,0.097828396,-0.07351552,-0.6552999
484,-0.082686,0.049597215,0.19306046,-0.42543224,-0.39877775
485,-0.5627329,0.2531401,-0.2670131,0.10640329,0.028934285
486,-0.3034227,0.35228607,0.2919572,-0.3354181,0.2591549
487,0.19172138,-0.5359807,-0.47955334,0.1426561,0.09547831
488,0.44722953,0.1755581,-0.4310258,-0.22299361,0.34840086
489,-0.07218786,0.370579,0.039702527,0.29472613,0.25793207
490,0.2877532,0.17816532,0.025959523,-0.20414196,0.1832909
491,0.14007449,0.048919532,-0.07864646,-0.24401048,-0.72400707
492,-0.5273504,-0.10051485,-0.30281484,0.27248794,-0.01161154
493,-0.11432351,0.12825195,-0.03935814,0.28838027,-0.46530673
494,0.43517867,0.14141087,-0.32832524,-0.11948404,-0.20428832
495,0.17246547,0.1863239,-0.197971,0.27071548,-0.27895087
496,-0.10016797,-0.038155533,0.2580026,-0.5798508,-0.016810983
497,-0.08798394,-0.6187,-0.24945338,0.09626426,0.17947099
498,-0.097681805,0.09450952,-0.18216692,0.32921302,0.113025256
499,0.34709093,0.14332417,-0.1620829,-0.17817141,-0.3486877
500,-0.21328445,0.24679151,0.51921564,0.016566485,-0.21214977
501,-0.24178067,-0.49050167,-0.33155453,0.16315085,-0.36461037
502,-0.35109964,0.57150203,-0.06871636,0.209786,0.051975086
503,-0.054022454,-0.1367009,-0.06108133,-0.48674276,-0.4275737
504,0.1932071,-0.32572296,-0.18992789,-0.1272505,0.2521867
505,-0.20111954,-0.26554516,0.5546667,0.18861476,-0.0016045461
506,0.0037180963,0.22975586,-0.2406043,-0.33267295,-0.3536047
507,-0.27586362,-0.063106,0.21609528,-0.4558246,-0.11172395
508,-0.09317307,0.3933366,0.3063785,-0.2203392,-0.46476662
509,0.12631695,-0.2921145,-0.009031776,-0.42898732,0.09340358
510,0.2613461,-0.1082824,-0.26734743,-0.4549944,0.01499785
511,-0.071435705,-0.3362861,-0.13107827,-0.535391,0.5145773
512,0.15885048,-0.15732408,0.02452519,0.26949474,-0.075178064
513,0.09299784,-0.009963559,-0.13506415,-0.061128564,0.3120262
514,-0.031839393,-0.2505959,0.17642887,0.1426169,-0.58065957
515,-0.44725305,-0.14151135,0.041331574,0.30812803,0.064040445
516,0.27257037,-0.24245098,-0.25690365,0.2713736,-0.22921637
517,0.1430492,-0.66560495,0.23107123,-0.2756173,-0.120440595
518,-0.6939658,0.15195352,-0.20452444,-0.25976095,0.102271825
519,-0.043996163,0.29242313,0.29154614,0.3039074,0.08355812
520,-0.23594353,-0.6199877,-0.1496435,-0.047702566,0.19101483
521,0.2346857,0.22362375,0.2629695,0.10349837,-0.14111955
522,-0.08124958,0.025031647,-0.030654257,-0.28065613,-0.55345786
523,-0.063177034,0.05706882,-0.074679755,0.009108674,-0.58937556
524,0.09953152,0.66488224,0.58713984,-0.16243261,-0.22029878
525,-0.38898483,-0.34518623,-0.020878755,-0.19595194,0.094585724
526,0.05115932,-0.107861705,-0.23450737,0.4266618,-0.33304125
527,-0.5422184,0.12489088,0.5410584,0.1712482,-0.41049317
528,-0.13117422,0.15001653,-0.47920725,0.04328505,0.02583423
529,-0.582577,-0.44060943,-0.19165145,-0.058745112,-0.37324083
530,-0.26045308,-0.3338334,0.3910971,0.077188306,-0.025743214
531,-0.4190187,0.14921242,0.4523649,-0.15826659,-0.09884901
532,0.07779623,-0.37477756,0.033723664,0.36872783,-0.172839
533,0.03394994,-0.049446814,-0.3151999,0.29270732,-0.5822662
534,-0.4269219,-0.36440265,-0.06409329,0.5420666,0.4214302
535,-0.043000795,-0.55676955,0.14653902,0.18958716,-0.30072492
536,0.25788853,0.369253,-0.3225326,-0.255904,-0.24043405
537,-0.6754391,0.009955871,0.04083244,-0.25728968,0.41109017
538,0.2166735,0.105508454,0.07435404,0.16992013,-0.47893575
539,0.1182404,0.7173021,-0.20905264,0.22312011,0.057301134
540,0.4926628,0.12441326,0.06871312,0.007881682,-0.13643122
541,0.0071534747,-0.52742374,-0.11001433,-0.022486571,-0.011387028
542,-0.46402648,-0.15178834,0.10256692,-0.07340758,0.546149
543,0.2785958,0.58878404,0.052046604,-0.19283357,0.15905455
544,-0.041756578,0.30303305,-0.27932012,-0.3790078,0.15458566
545,0.037204046,0.4763287,0.36552206,-0.3005473,0.0520492
546,0.40992957,-0.18820618,0.092066586,0.4659632,-0.17941965
547,0.16127938,-0.2515354,-0.4597024,-0.22160584,0.05784534
548,-0.01730495,0.03560909,-0.087542675,-0.39312688,0.43428352
549,0.1681007,0.19336,-0.52212155,0.24969175,-0.31031492
550,0.20287266,0.07920831,0.04212045,0.4788142,-0.43589377
551,0.3261202,0.18231176,-0.3019205,-0.4645175,-0.00832029
552,-0.37756562,0.39576295,-0.07350159,-0.049822867,0.3860717
553,0.120381825,0.0692177,0.14776549,-0.6398479,-0.06545631
554,0.022273468,0.219513,0.499187,0.3435618,-0.41356423
555,-0.4815065,-0.28641295,0.1282188,-0.021381387,0.3583354
556,-0.012904972,0.62880397,-0.06563362,-0.4573408,-0.2238007
557,-0.8490073,-0.19625314,-0.07097134,0.26610136,-0.17734547
558,-0.19567414,-0.2433676,-0.12665652,0.27300832,-0.27507254
559,0.426903,0.025188643,-0.05067836,0.26070672,-0.06270349
560,-0.1969207,0.4556831,-0.16745518,0.34824443,-0.27913082
561,0.009581555,-0.49094793,-0.4570539,0.3444707,-0.17018348
562,-0.14741857,0.47175443,0.19038616,-0.00861039,0.10418205
563,-0.3124431,-0.46265996,0.079886004,-0.08916778,0.12826505
564,-0.1001203,0.8870603,-0.009389158,0.24090484,-0.22140029
565,-0.6022876,0.04852735,0.5904927,0.06807075,-0.23780577
566,-0.33771527,0.028572207,-0.16429953,-0.38938123,0.44294158
567,-0.0499972,-0.5151143,-0.27903876,0.17888458,0.016736818
568,-0.08639827,0.45877463,0.5549551,-0.115651354,-0.19320951
569,0.3155849,0.06589971,-0.08226298,-0.16288471,-0.15582655
570,-0.3809959,-0.33506525,-0.07867112,0.33816198,-0.17002907
571,-0.053141944,0.12582742,0.24159905,-0.03257055,-0.0058656745
572,0.12636666,-0.57111716,0.15151864,0.09832292,-0.002004248
573,0.29637113,0.2557763,0.021119941,-0.32921052,-0.4965475
574,0.6168312,-0.10347028,-0.10790135,-0.1259288,-0.13188547
575,-0.22122186,-0.23950486,0.12751466,-0.6889312,-0.1727896
576,0.13695227,0.56204295,0.20225178,-0.10464439,-0.27340353
577,-0.40610945,-0.26293898,-0.10432053,-0.312458,0.095992066
578,0.3558876,0.055977885,0.5739114,-0.056456815,-0.018755358
579,-0.19132955,-0.25101104,-0.513827,-0.019651275,0.106234275
580,-0.3015283,-0.060440604,-0.16370887,0.044371217,0.033021465
581,0.1444145,-0.05344054,-0.5123622,0.4208819,-0.63963115
582,0.19324037,-0.03345039,-0.6411083,-0.14562866,-0.0690305
583,-0.1986058,-0.26134816,-0.09307649,-0.1578099,-0.56416696
584,-0.37159634,0.4460527,0.13009837,-0.27334794,0.27579585
585,0.4365628,0.34081337,0.07997269,-0.44022757,-0.015624415
586,-0.1014214,0.73750883,-0.13464458,-0.18893752,-0.12005575
587,-0.14273657,0.10510794,-0.27870214,0.3704662,0.051629763
588,0.03734653,0.41440848,0.31371194,0.47973686,-0.41842648
589,-0.43773052,-0.03478813,-0.0055069746,-0.15045004,-0.05232342
590,0.10333907,-0.04161819,-0.018840842,0.01890932,-0.7720287
591,0.41565117,0.21119983,0.22462861,-0.21276662,-0.06931778
592,-0.23798265,-0.14306213,0.36602393,0.13191167,-0.5519374
593,-0.14055687,-0.694041,-0.3761695,-0.15069585,0.22013533
594,0.20108117,0.23460767,-0.56582457,0.40300626,-0.48751822
595,0.25423452,-0.46099722,0.062742285,-0.51573366,0.18123402
596,0.27553582,0.2224017,-0.6447989,-0.18880899,-0.15221745
597,0.41167212,-0.117943205,0.34226903,0.2956414,-0.47398317
598,0.1428245,-0.34134266,-0.015397653,0.27469286,0.06608089
599,-0.81266826,-0.04533251,-0.1894217,0.35824937,-0.04406482
600,0.15991707,0.052319426,-0.08813781,0.49889407,-0.313966
601,-0.57029337,-0.26465183,-0.1765213,0.17350246,0.2111563
602,-0.4075245,0.2974001,0.25171477,-0.68485284,-0.111761
603,-0.08072216,-0.5441895,-0.09769084,-0.28830242,-0.064022176
604,-0.18190566,-0.27294612,0.15742221,0.11152515,-0.3872088
605,0.21655053,-0.11853224,-0.306582,0.2593062,-0.5638859
606,0.47787043,-0.35753062,-0.061082426,-0.04530484,-0.14023638
607,-0.109921575,-0.5036354,0.15845597,-0.2996224,0.30091238
608,0.116322815,0.36546132,0.19095819,-0.09934724,0.1364768
609,-0.61195236,0.068394706,-0.16400488,0.15128882,-0.112545826
610,0.086983934,-0.044277757,0.4871186,0.21363503,-0.02398263
611,-0.61610407,-0.19960584,0.520182,-0.1989141,0.13263226
612,-0.018006783,-0.4235649,0.2106014,-0.69396025,0.2691687
613,-0.39020792,-0.13569058,-0.10208095,-0.18070087,-0.119013265
614,-0.025222085,-0.15735844,0.3172293,0.38517103,-0.07617179
615,-0.16443798,0.06584608,-0.14620814,0.05136653,0.38126063
616,0.22541745,-0.044424165,-0.11226295,0.14568037,0.09941325
617,0.33948976,0.29547054,-0.032715194,-0.28672993,0.058694463
618,0.17978765,-0.21775667,0.24189872,0.44430485,-0.13089062
619,-0.20928262,0.65347904,0.017416373,0.36123928,-0.11983675
620,-0.051022824,-0.114264235,0.10880142,-0.6311268,0.052390214
621,-0.39550346,0.3224998,0.19888438,0.15283136,-0.3626988
622,0.568108,-0.10277365,0.15146302,0.018402044,-0.40809023
623,-0.6931572,-0.029465554,0.1444985,-0.33995306,0.1446303
624,0.13352418,-0.31345347,-0.3374544,0.30380806,-0.05799591
625,0.46935156,-0.07280214,-0.21999396,-0.030880349,-0.07606705
626,-0.054905415,-0.4370905,0.23240136,0.0658286,-0.3966349
627,0.23166555,-0.09639206,0.0397071,-0.52513784,-0.40898162
628,-0.49371678,-0.30209002,-0.47378972,-0.0935776,-0.25392523
629,-0.44843337,-0.12542064,-0.26133248,-0.275024,-0.19221005
630,0.026824262,-0.27440575,0.14616357,-0.3498008,-0.3898406
631,-0.18143544,-0.48238564,0.58680975,-0.09004315,0.17592052
632,-0.29637402,0.45405996,0.07585053,-0.13870949,0.09778892
633,-0.043838594,0.20412798,-0.057022907,0.53670233,0.22111347
634,-0.15713045,-0.2647872,0.23367222,-0.5254449,0.45561844
635,0.33599022,-0.24271731,0.008948883,-0.37098137,-0.18420288
636,0.10979906,-0.05311397,-0.36531857,0.026498687,-0.5249859
637,-0.55722004,-0.23257707,-0.34877262,-0.37469956,-0.08885568
638,-0.4518161,-0.37577432,0.5489271,-0.020008983,0.014447398
639,-0.047716253,0.0048104813,-0.024929127,0.19708835,0.2544031
640,0.31252903,-0.030946264,-0.13808535,0.23666601,0.11437651
641,0.16233572,0.54790485,-0.0023984648,0.04439226,-0.29384765
642,0.5093792,-0.10553329,0.3033543,0.084241584,-0.4971353
643,-0.15128402,-0.16754434,0.20755394,-0.16956918,-0.5631211
644,0.2573099,0.28548244,-0.3180441,-0.30233124,0.27672815
645,-0.16575056,-0.14941962,-0.7290871,-0.39143547,0.025368944
646,-0.011786608,0.6902802,-0.23037101,0.45702958,-0.31250682
647,0.40490496,-0.05113659,-0.15303965,0.026882727,-0.33222935
648,0.420029,0.13013162,0.37296185,0.3955884,-0.16457798
649,0.06051377,0.3575836,-0.13816853,0.06921432,0.20146461
650,0.13649073,0.24243419,-0.1448387,0.16906936,-0.6918376
651,0.077370316,0.8677316,0.35186562,-0.3115471,-0.15727125
652,-0.22469687,-0.57888746,0.2352784,-0.034206808,0.11857386
653,0.29843968,0.4799509,0.12878364,0.010818748,0.27096772
654,-0.48775795,0.103228755,-0.21631439,0.18378355,0.307477
655,0.21274653,-0.11359699,-0.26489508,0.12748195,0.18095553
656,-0.083821654,-0.47529763,-0.07377429,-0.08705727,0.3072705
657,0.27305222,0.09580163,-0.15763298,-0.11181538,0.03569617
658,-0.37913805,-0.45692208,-0.21618979,0.21565497,-0.46469462
659,0.32273868,-0.13621476,-0.20161441,-0.5651652,0.09066366
660,-0.32252407,0.4777656,0.13069703,-0.19023873,0.026533687
661,-0.32525277,-0.42697734,0.13917895,-0.002124298,-0.016113289
662,-0.032467473,0.55861646,-0.31568623,0.27616996,-0.10909466
663,-0.19823667,0.6128466,0.4126943,0.15415192,-0.45204985
664,0.19298556,-0.2106934,-0.28270307,0.12388876,-0.15860443
665,-0.05196602,-0.7559162,0.23612204,0.08797956,-0.023665624
